date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref
2024-01-07T19:45:00Z,19,Roma,Atalanta,1,1,1,1,0,DRAW,DRAW,Gianluca Aureliano
2024-01-13T14:00:00Z,20,Genoa,Torino,0,0,0,0,0,DRAW,DRAW,Antonio Giua
2024-01-13T14:00:00Z,20,Napoli,Salernitana,2,1,1,1,1,Napoli,Salernitana,Livio Marinelli
2024-01-13T17:00:00Z,20,Verona,Empoli,2,1,1,0,1,Verona,Empoli,Daniele Doveri
2024-01-13T19:45:00Z,20,Monza,Inter,1,5,0,2,4,Inter,Monza,Antonio Rapuano
2024-01-14T11:30:00Z,20,Lazio,Lecce,1,0,0,0,1,Lazio,Lecce,Maria Caputi
2024-01-14T14:00:00Z,20,Cagliari,Bologna,2,1,1,1,1,Cagliari,Bologna,Gianluca Manganiello
2024-01-14T17:00:00Z,20,Fiorentina,Udinese,2,2,0,1,0,DRAW,DRAW,Luca Pairetto
2024-01-14T19:45:00Z,20,Milan,Roma,3,1,1,0,2,Milan,Roma,Marco Guida
2024-01-15T19:45:00Z,20,Atalanta,Frosinone,5,0,3,0,5,Atalanta,Frosinone,Alessandro Prontera
2024-01-16T19:45:00Z,20,Juventus,Sassuolo,3,0,2,0,3,Juventus,Sassuolo,Marco Piccinini
2024-01-20T17:00:00Z,21,Roma,Verona,2,1,2,0,1,Roma,Verona,Juan Luca Sacchi
2024-01-20T19:45:00Z,21,Udinese,Milan,2,3,1,1,1,Milan,Udinese,Fabio Maresca
2024-01-21T11:30:00Z,21,Frosinone,Cagliari,3,1,0,1,2,Frosinone,Cagliari,Federico Dionisi
2024-01-21T14:00:00Z,21,Empoli,Monza,3,0,2,0,3,Empoli,Monza,Antonio Giua
2024-01-21T17:00:00Z,21,Salernitana,Genoa,1,2,1,1,1,Genoa,Salernitana,Daniele Orsato
2024-01-21T19:45:00Z,21,Lecce,Juventus,0,3,0,0,3,Juventus,Lecce,Daniele Doveri
2024-01-26T19:45:00Z,22,Cagliari,Torino,1,2,0,2,1,Torino,Cagliari,Andrea Colombo
2024-01-27T14:00:00Z,22,Atalanta,Udinese,2,0,2,0,2,Atalanta,Udinese,Marco Piccinini
2024-01-27T17:00:00Z,22,Juventus,Empoli,1,1,0,0,0,DRAW,DRAW,Livio Marinelli
2024-01-27T19:45:00Z,22,Milan,Bologna,2,2,1,1,0,DRAW,DRAW,Davide Massa
2024-01-28T11:30:00Z,22,Genoa,Lecce,2,1,0,1,1,Genoa,Lecce,Luca Pairetto
2024-01-28T14:00:00Z,22,Verona,Frosinone,1,1,1,0,0,DRAW,DRAW,Federico La Penna
2024-01-28T14:00:00Z,22,Monza,Sassuolo,1,0,1,0,1,Monza,Sassuolo,Gianluca Manganiello
2024-01-28T17:00:00Z,22,Lazio,Napoli,0,0,0,0,0,DRAW,DRAW,Daniele Orsato
2024-01-28T19:45:00Z,22,Fiorentina,Inter,0,1,0,1,1,Inter,Fiorentina,Gianluca Aureliano
2024-01-29T19:45:00Z,22,Salernitana,Roma,1,2,0,0,1,Roma,Salernitana,Marco Di Bello
2024-02-02T19:45:00Z,23,Lecce,Fiorentina,3,2,1,0,1,Lecce,Fiorentina,Antonio Giua
2024-02-03T14:00:00Z,23,Empoli,Genoa,0,0,0,0,0,DRAW,DRAW,Ermanno Feliciani
2024-02-03T14:00:00Z,23,Udinese,Monza,0,0,0,0,0,DRAW,DRAW,Alessandro Prontera
2024-02-03T17:00:00Z,23,Frosinone,Milan,2,3,1,1,1,Milan,Frosinone,Luca Pairetto
2024-02-03T19:45:00Z,23,Bologna,Sassuolo,4,2,1,2,2,Bologna,Sassuolo,Juan Luca Sacchi
2024-02-04T11:30:00Z,23,Torino,Salernitana,0,0,0,0,0,DRAW,DRAW,Daniele Chiffi
2024-02-04T14:00:00Z,23,Napoli,Verona,2,1,0,0,1,Napoli,Verona,Marco Piccinini
2024-02-04T17:00:00Z,23,Atalanta,Lazio,3,1,2,0,2,Atalanta,Lazio,Marco Guida
2024-02-04T19:45:00Z,23,Inter,Juventus,1,0,1,0,1,Inter,Juventus,Fabio Maresca
2024-02-05T19:45:00Z,23,Roma,Cagliari,4,0,2,0,4,Roma,Cagliari,Matteo Marcenaro
2024-02-09T19:45:00Z,24,Salernitana,Empoli,1,3,0,1,2,Empoli,Salernitana,Maurizio Mariani
2024-02-10T14:00:00Z,24,Cagliari,Lazio,1,3,0,1,2,Lazio,Cagliari,Marco Di Bello
2024-02-10T17:00:00Z,24,Roma,Inter,2,4,2,1,2,Inter,Roma,Marco Guida
2024-02-10T19:45:00Z,24,Sassuolo,Torino,1,1,1,1,0,DRAW,DRAW,Federico La Penna
2024-02-11T11:30:00Z,24,Fiorentina,Frosinone,5,1,3,0,4,Fiorentina,Frosinone,Ermanno Feliciani
2024-02-11T14:00:00Z,24,Bologna,Lecce,4,0,2,0,4,Bologna,Lecce,Gianluca Manganiello
2024-02-11T14:00:00Z,24,Monza,Verona,0,0,0,0,0,DRAW,DRAW,Davide Massa
2024-02-11T17:00:00Z,24,Genoa,Atalanta,1,4,0,1,3,Atalanta,Genoa,Andrea Colombo
2024-02-11T19:45:00Z,24,Milan,Napoli,1,0,1,0,1,Milan,Napoli,Daniele Doveri
2024-02-12T19:45:00Z,24,Juventus,Udinese,0,1,0,1,1,Udinese,Juventus,Rosario Abisso
2024-02-14T18:00:00Z,21,Bologna,Fiorentina,2,0,1,0,2,Bologna,Fiorentina,Daniele Chiffi
2024-02-16T18:00:00Z,25,Torino,Lecce,2,0,0,0,2,Torino,Lecce,Giovanni Ayroldi
2024-02-16T20:00:00Z,25,Inter,Salernitana,4,0,3,0,4,Inter,Salernitana,Marco Piccinini
2024-02-17T14:00:00Z,25,Napoli,Genoa,1,1,0,0,0,DRAW,DRAW,Juan Luca Sacchi
2024-02-17T17:00:00Z,25,Verona,Juventus,2,2,1,1,0,DRAW,DRAW,Marco Di Bello
2024-02-17T19:45:00Z,25,Atalanta,Sassuolo,3,0,1,0,3,Atalanta,Sassuolo,Alessandro Prontera
2024-02-18T11:30:00Z,25,Lazio,Bologna,1,2,1,1,1,Bologna,Lazio,Fabio Maresca
2024-02-18T14:00:00Z,25,Empoli,Fiorentina,1,1,0,1,0,DRAW,DRAW,Luca Pairetto
2024-02-18T14:00:00Z,25,Udinese,Cagliari,1,1,1,1,0,DRAW,DRAW,Maurizio Mariani
2024-02-18T17:00:00Z,25,Frosinone,Roma,0,3,0,1,3,Roma,Frosinone,Antonio Giua
2024-02-18T19:45:00Z,25,Monza,Milan,4,2,2,0,2,Monza,Milan,Andrea Colombo
2024-02-22T19:45:00Z,21,Torino,Lazio,0,2,0,0,2,Lazio,Torino,Federico La Penna
2024-02-23T19:45:00Z,26,Bologna,Verona,2,0,1,0,2,Bologna,Verona,Rosario Abisso
2024-02-24T14:00:00Z,26,Sassuolo,Empoli,2,3,0,1,1,Empoli,Sassuolo,Gianluca Aureliano
2024-02-24T17:00:00Z,26,Salernitana,Monza,0,2,0,0,2,Monza,Salernitana,Michael Fabbri
2024-02-24T19:45:00Z,26,Genoa,Udinese,2,0,2,0,2,Genoa,Udinese,Francesco Fourneau
2024-02-25T11:30:00Z,26,Juventus,Frosinone,3,2,2,2,1,Juventus,Frosinone,Antonio Rapuano
2024-02-25T14:00:00Z,26,Cagliari,Napoli,1,1,0,0,0,DRAW,DRAW,Luca Pairetto
2024-02-25T17:00:00Z,26,Lecce,Inter,0,4,0,1,4,Inter,Lecce,Daniele Doveri
2024-02-25T19:45:00Z,26,Milan,Atalanta,1,1,1,1,0,DRAW,DRAW,Daniele Orsato
2024-02-26T17:30:00Z,26,Roma,Torino,3,2,1,1,1,Roma,Torino,Juan Luca Sacchi
2024-02-26T19:45:00Z,26,Fiorentina,Lazio,2,1,0,1,1,Fiorentina,Lazio,Marco Guida
2024-02-28T17:00:00Z,21,Sassuolo,Napoli,1,6,1,3,5,Napoli,Sassuolo,Daniele Chiffi
2024-02-28T19:45:00Z,21,Inter,Atalanta,4,0,2,0,4,Inter,Atalanta,Andrea Colombo
2024-03-01T19:45:00Z,27,Lazio,Milan,0,1,0,0,1,Milan,Lazio,Marco Di Bello
2024-03-02T14:00:00Z,27,Udinese,Salernitana,1,1,1,1,0,DRAW,DRAW,Gianluca Manganiello
2024-03-02T17:00:00Z,27,Monza,Roma,1,4,0,2,3,Roma,Monza,Marco Piccinini
2024-03-02T19:45:00Z,27,Torino,Fiorentina,0,0,0,0,0,DRAW,DRAW,Matteo Marchetti
2024-03-03T11:30:00Z,27,Verona,Sassuolo,1,0,0,0,1,Verona,Sassuolo,Fabio Maresca
2024-03-03T14:00:00Z,27,Empoli,Cagliari,0,1,0,0,1,Cagliari,Empoli,Antonio Rapuano
2024-03-03T14:00:00Z,27,Frosinone,Lecce,1,1,1,0,0,DRAW,DRAW,Marco Guida
2024-03-03T17:00:00Z,27,Atalanta,Bologna,1,2,1,0,1,Bologna,Atalanta,Federico La Penna
2024-03-03T19:45:00Z,27,Napoli,Juventus,2,1,1,0,1,Napoli,Juventus,Maurizio Mariani
2024-03-04T19:45:00Z,27,Inter,Genoa,2,1,2,0,1,Inter,Genoa,Giovanni Ayroldi
2024-03-08T19:45:00Z,28,Napoli,Torino,1,1,0,0,0,DRAW,DRAW,Daniele Orsato
2024-03-09T14:00:00Z,28,Cagliari,Salernitana,4,2,2,0,2,Cagliari,Salernitana,Francesco Fourneau
2024-03-09T14:00:00Z,28,Sassuolo,Frosinone,1,0,0,0,1,Sassuolo,Frosinone,Federico La Penna
2024-03-09T17:00:00Z,28,Bologna,Inter,0,1,0,1,1,Inter,Bologna,Luca Pairetto
2024-03-09T19:45:00Z,28,Genoa,Monza,2,3,0,2,1,Monza,Genoa,Ermanno Feliciani
2024-03-10T11:30:00Z,28,Lecce,Verona,0,1,0,1,1,Verona,Lecce,Daniele Chiffi
2024-03-10T14:00:00Z,28,Milan,Empoli,1,0,1,0,1,Milan,Empoli,Juan Luca Sacchi
2024-03-10T17:00:00Z,28,Juventus,Atalanta,2,2,0,1,0,DRAW,DRAW,Marco Guida
2024-03-10T19:45:00Z,28,Fiorentina,Roma,2,2,1,0,0,DRAW,DRAW,Davide Massa
2024-03-11T19:45:00Z,28,Lazio,Udinese,1,2,0,0,1,Udinese,Lazio,Gianluca Aureliano
2024-03-15T19:45:00Z,29,Empoli,Bologna,0,1,0,0,1,Bologna,Empoli,Michael Fabbri
2024-03-16T14:00:00Z,29,Monza,Cagliari,1,0,1,0,1,Monza,Cagliari,Matteo Marcenaro
2024-03-16T14:00:00Z,29,Udinese,Torino,0,2,0,1,2,Torino,Udinese,Andrea Colombo
2024-03-16T17:00:00Z,29,Salernitana,Lecce,0,1,0,1,1,Lecce,Salernitana,Fabio Maresca
2024-03-16T19:45:00Z,29,Frosinone,Lazio,2,3,1,1,1,Lazio,Frosinone,Antonio Rapuano
2024-03-17T11:30:00Z,29,Juventus,Genoa,0,0,0,0,0,DRAW,DRAW,Antonio Giua
2024-03-17T14:00:00Z,29,Verona,Milan,1,3,0,1,2,Milan,Verona,Maurizio Mariani
2024-03-17T17:00:00Z,29,Roma,Sassuolo,1,0,0,0,1,Roma,Sassuolo,Gianluca Manganiello
2024-03-17T19:45:00Z,29,Inter,Napoli,1,1,1,0,0,DRAW,DRAW,Federico La Penna
2024-03-30T11:30:00Z,30,Napoli,Atalanta,0,3,0,2,3,Atalanta,Napoli,Luca Pairetto
2024-03-30T14:00:00Z,30,Genoa,Frosinone,1,1,1,1,0,DRAW,DRAW,Juan Luca Sacchi
2024-03-30T14:00:00Z,30,Torino,Monza,1,0,0,0,1,Torino,Monza,Gianluca Aureliano
2024-03-30T17:00:00Z,30,Lazio,Juventus,1,0,0,0,1,Lazio,Juventus,Andrea Colombo
2024-03-30T19:45:00Z,30,Fiorentina,Milan,1,2,0,0,1,Milan,Fiorentina,Fabio Maresca
2024-04-01T10:30:00Z,30,Bologna,Salernitana,3,0,2,0,3,Bologna,Salernitana,Ermanno Feliciani
2024-04-01T13:00:00Z,30,Cagliari,Verona,1,1,0,1,0,DRAW,DRAW,Daniele Doveri
2024-04-01T13:00:00Z,30,Sassuolo,Udinese,1,1,1,1,0,DRAW,DRAW,Michael Fabbri
2024-04-01T16:00:00Z,30,Lecce,Roma,0,0,0,0,0,DRAW,DRAW,Matteo Marcenaro
2024-04-01T18:45:00Z,30,Inter,Empoli,2,0,1,0,2,Inter,Empoli,Federico Dionisi
2024-04-05T18:45:00Z,31,Salernitana,Sassuolo,2,2,0,2,0,DRAW,DRAW,Simone Sozza
2024-04-06T13:00:00Z,31,Milan,Lecce,3,0,2,0,3,Milan,Lecce,Luca Massimi
2024-04-06T16:00:00Z,31,Roma,Lazio,1,0,1,0,1,Roma,Lazio,Marco Guida
2024-04-06T18:45:00Z,31,Empoli,Torino,3,2,1,0,1,Empoli,Torino,Davide Massa
2024-04-07T10:30:00Z,31,Frosinone,Bologna,0,0,0,0,0,DRAW,DRAW,Daniele Orsato
2024-04-07T13:00:00Z,31,Monza,Napoli,2,4,1,0,2,Napoli,Monza,Daniele Doveri
2024-04-07T16:00:00Z,31,Cagliari,Atalanta,2,1,1,1,1,Cagliari,Atalanta,Antonio Rapuano
2024-04-07T16:00:00Z,31,Verona,Genoa,1,2,1,1,1,Genoa,Verona,Gianluca Manganiello
2024-04-07T18:45:00Z,31,Juventus,Fiorentina,1,0,1,0,1,Juventus,Fiorentina,Federico La Penna
2024-04-08T18:45:00Z,31,Udinese,Inter,1,2,1,0,1,Inter,Udinese,Marco Piccinini
2024-04-12T18:45:00Z,32,Lazio,Salernitana,4,1,3,1,3,Lazio,Salernitana,Luca Zufferli
2024-04-13T13:00:00Z,32,Lecce,Empoli,1,0,0,0,1,Lecce,Empoli,Maurizio Mariani
2024-04-13T16:00:00Z,32,Torino,Juventus,0,0,0,0,0,DRAW,DRAW,Fabio Maresca
2024-04-13T18:45:00Z,32,Bologna,Monza,0,0,0,0,0,DRAW,DRAW,Federico La Penna
2024-04-14T10:30:00Z,32,Napoli,Frosinone,2,2,1,0,0,DRAW,DRAW,Michael Fabbri
2024-04-14T13:00:00Z,32,Sassuolo,Milan,3,3,2,1,0,DRAW,DRAW,Davide Massa
2024-04-14T18:45:00Z,32,Inter,Cagliari,2,2,1,0,0,DRAW,DRAW,Francesco Fourneau
2024-04-15T16:30:00Z,32,Fiorentina,Genoa,1,1,0,1,0,DRAW,DRAW,Davide Di Marco
2024-04-15T18:45:00Z,32,Atalanta,Verona,2,2,2,0,0,DRAW,DRAW,Juan Luca Sacchi
2024-04-19T16:30:00Z,33,Genoa,Lazio,0,1,0,0,1,Lazio,Genoa,Ermanno Feliciani
2024-04-19T18:45:00Z,33,Cagliari,Juventus,2,2,2,0,0,DRAW,DRAW,Marco Piccinini
2024-04-20T16:00:00Z,33,Empoli,Napoli,1,0,1,0,1,Empoli,Napoli,Gianluca Manganiello
2024-04-20T18:45:00Z,33,Verona,Udinese,1,0,0,0,1,Verona,Udinese,Marco Guida
2024-04-21T10:30:00Z,33,Sassuolo,Lecce,0,3,0,2,3,Lecce,Sassuolo,Daniele Doveri
2024-04-21T13:00:00Z,33,Torino,Frosinone,0,0,0,0,0,DRAW,DRAW,Antonio Rapuano
2024-04-21T16:00:00Z,33,Salernitana,Fiorentina,0,2,0,0,2,Fiorentina,Salernitana,Matteo Marchetti
2024-04-21T18:45:00Z,33,Monza,Atalanta,1,2,0,1,1,Atalanta,Monza,Antonio Giua
2024-04-22T16:30:00Z,33,Roma,Bologna,1,3,0,2,2,Bologna,Roma,Fabio Maresca
2024-04-22T18:45:00Z,33,Milan,Inter,1,2,0,1,1,Inter,Milan,Andrea Colombo
2024-04-25T18:00:00Z,32,Udinese,Roma,1,2,1,0,1,Roma,Udinese,Luca Pairetto
2024-04-26T18:45:00Z,34,Frosinone,Salernitana,3,0,2,0,3,Frosinone,Salernitana,Francesco Fourneau
2024-04-27T13:00:00Z,34,Lecce,Monza,1,1,0,0,0,DRAW,DRAW,Alberto Santoro
2024-04-27T16:00:00Z,34,Juventus,Milan,0,0,0,0,0,DRAW,DRAW,Maurizio Mariani
2024-04-27T18:45:00Z,34,Lazio,Verona,1,0,0,0,1,Lazio,Verona,Davide Massa
2024-04-28T10:30:00Z,34,Inter,Torino,2,0,0,0,2,Inter,Torino,Maria Caputi
2024-04-28T13:00:00Z,34,Bologna,Udinese,1,1,0,1,0,DRAW,DRAW,Juan Luca Sacchi
2024-04-28T16:00:00Z,34,Atalanta,Empoli,2,0,1,0,2,Atalanta,Empoli,Michael Fabbri
2024-04-28T16:00:00Z,34,Napoli,Roma,2,2,0,0,0,DRAW,DRAW,Simone Sozza
2024-04-28T18:45:00Z,34,Fiorentina,Sassuolo,5,1,1,0,4,Fiorentina,Sassuolo,Matteo Marcenaro
2024-04-29T18:45:00Z,34,Genoa,Cagliari,3,0,2,0,3,Genoa,Cagliari,Federico Dionisi
2024-05-03T18:45:00Z,35,Torino,Bologna,0,0,0,0,0,DRAW,DRAW,Simone Sozza
2024-05-04T16:00:00Z,35,Monza,Lazio,2,2,0,1,0,DRAW,DRAW,Luca Pairetto
2024-05-04T18:45:00Z,35,Sassuolo,Inter,1,0,1,0,1,Sassuolo,Inter,Matteo Marchetti
2024-05-05T10:30:00Z,35,Cagliari,Lecce,1,1,1,0,0,DRAW,DRAW,Matteo Marcenaro
2024-05-05T13:00:00Z,35,Empoli,Frosinone,0,0,0,0,0,DRAW,DRAW,Daniele Doveri
2024-05-05T13:00:00Z,35,Verona,Fiorentina,2,1,1,1,1,Verona,Fiorentina,Antonio Rapuano
2024-05-05T16:00:00Z,35,Milan,Genoa,3,3,1,1,0,DRAW,DRAW,Alessandro Prontera
2024-05-05T18:45:00Z,35,Roma,Juventus,1,1,1,1,0,DRAW,DRAW,Andrea Colombo
2024-05-06T16:00:00Z,35,Salernitana,Atalanta,1,2,1,0,1,Atalanta,Salernitana,Ermanno Feliciani
2024-05-06T18:45:00Z,35,Udinese,Napoli,1,1,0,0,0,DRAW,DRAW,Gianluca Aureliano
2024-05-10T18:45:00Z,36,Frosinone,Inter,0,5,0,1,5,Inter,Frosinone,Antonio Giua
2024-05-11T16:00:00Z,36,Napoli,Bologna,0,2,0,2,2,Bologna,Napoli,Luca Pairetto
2024-05-11T18:45:00Z,36,Milan,Cagliari,5,1,1,0,4,Milan,Cagliari,Simone Sozza
2024-05-12T10:30:00Z,36,Lazio,Empoli,2,0,1,0,2,Lazio,Empoli,Gianluca Aureliano
2024-05-12T13:00:00Z,36,Genoa,Sassuolo,2,1,0,1,1,Genoa,Sassuolo,Maurizio Mariani
2024-05-12T13:00:00Z,36,Verona,Torino,1,2,0,0,1,Torino,Verona,Livio Marinelli
2024-05-12T16:00:00Z,36,Juventus,Salernitana,1,1,0,1,0,DRAW,DRAW,Alberto Santoro
2024-05-12T18:45:00Z,36,Atalanta,Roma,2,1,2,0,1,Atalanta,Roma,Marco Guida
2024-05-13T16:30:00Z,36,Lecce,Udinese,0,2,0,1,2,Udinese,Lecce,Davide Massa
2024-05-13T18:45:00Z,36,Fiorentina,Monza,2,1,1,1,1,Fiorentina,Monza,Luca Zufferli
2024-05-17T18:45:00Z,37,Fiorentina,Napoli,2,2,2,1,0,DRAW,DRAW,Matteo Marchetti
2024-05-18T16:00:00Z,37,Lecce,Atalanta,0,2,0,0,2,Atalanta,Lecce,Antonio Rapuano
2024-05-18T18:45:00Z,37,Torino,Milan,3,1,2,0,2,Torino,Milan,Ermanno Feliciani
2024-05-19T10:30:00Z,37,Sassuolo,Cagliari,0,2,0,0,2,Cagliari,Sassuolo,Daniele Doveri
2024-05-19T13:00:00Z,37,Monza,Frosinone,0,1,0,1,1,Frosinone,Monza,Michael Fabbri
2024-05-19T13:00:00Z,37,Udinese,Empoli,1,1,0,0,0,DRAW,DRAW,Daniele Orsato
2024-05-19T16:00:00Z,37,Inter,Lazio,1,1,0,1,0,DRAW,DRAW,Juan Luca Sacchi
2024-05-19T18:45:00Z,37,Roma,Genoa,1,0,0,0,1,Roma,Genoa,Gianluca Manganiello
2024-05-20T16:30:00Z,37,Salernitana,Verona,1,2,0,2,1,Verona,Salernitana,Marco Di Bello
2024-05-20T18:45:00Z,37,Bologna,Juventus,3,3,2,0,0,DRAW,DRAW,Giovanni Ayroldi
2024-05-23T18:45:00Z,38,Cagliari,Fiorentina,2,3,0,1,1,Fiorentina,Cagliari,Alessandro Prontera
2024-05-24T18:45:00Z,38,Genoa,Bologna,2,0,1,0,2,Genoa,Bologna,Alberto Santoro
2024-05-25T16:00:00Z,38,Juventus,Monza,2,0,2,0,2,Juventus,Monza,Maria Caputi
2024-05-25T18:45:00Z,38,Milan,Salernitana,3,3,2,0,0,DRAW,DRAW,Davide Di Marco
2024-05-26T16:00:00Z,38,Atalanta,Torino,3,0,2,0,3,Atalanta,Torino,Simone Sozza
2024-05-26T16:00:00Z,38,Napoli,Lecce,0,0,0,0,0,DRAW,DRAW,Federico Dionisi
2024-05-26T18:45:00Z,38,Empoli,Roma,2,1,1,1,1,Empoli,Roma,Davide Massa
2024-05-26T18:45:00Z,38,Frosinone,Udinese,0,1,0,0,1,Udinese,Frosinone,Daniele Doveri
2024-05-26T18:45:00Z,38,Verona,Inter,2,2,2,2,0,DRAW,DRAW,Luca Zufferli
2024-05-26T18:45:00Z,38,Lazio,Sassuolo,1,1,0,0,0,DRAW,DRAW,Paride Tremolada
2024-06-02T16:00:00Z,29,Atalanta,Fiorentina,2,3,2,3,1,Fiorentina,Atalanta,Juan Luca Sacchi
